"Step 1","Step 2","Step 3","User Name","title","Bin Category","Quarter-Year","Week Number","Week Start Date","Week End Date","Count"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","BV059710","Merchandising Manager - Siding","Power User","2024Q4","Week 3","2024-10-15","2024-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","BV059710","Merchandising Manager - Siding","Power User","2024Q4","Week 6","2024-11-05","2024-11-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","CL085848","Business Analyst","Power User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
"/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker_Roofing_Dashboard","/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker Roofing Report","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","KH021302","Enterprise Analytics Analyst","Power User","2022Q3","Week 7","2022-08-12","2022-08-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","EF021153","Administrative Assistant","Power User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","GP041312","Enterprise Planning & Analysis Manager","Power User","2023Q2","Week 2","2023-04-08","2023-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q3","Week 1","2023-07-01","2023-07-07","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q3","Week 2","2023-07-08","2023-07-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q3","Week 3","2023-07-15","2023-07-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","KH021302","Enterprise Analytics Analyst","Power User","2023Q1","Week 8","2023-02-19","2023-02-25","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","MS021706","Vice President SW Region","Power User","2023Q4","Week 8","2023-11-19","2023-11-25","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","PJ035906","Regional Business Manager","Power User","2023Q2","Week 4","2023-04-22","2023-04-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","RD005517","ABC District Manager","Power User","2023Q4","Week 7","2023-11-12","2023-11-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","SF020889","ABC District Manager","Power User","2024Q4","Week 7","2024-11-12","2024-11-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","SS009246","ABC District Manager","Power User","2023Q4","Week 3","2023-10-15","2023-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","AW018002","Enterprise Analytics Manager","Power User","2023Q2","Week 9","2023-05-27","2023-06-02","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","AW018002","Enterprise Analytics Manager","Power User","2023Q3","Week 2","2023-07-08","2023-07-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","BG086364","EA Business Intelligence Manager","Power User","2024Q1","Week 12","2024-03-18","2024-03-24","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","EB086810","NSC IT Contractor","Power User","2023Q4","Week 11","2023-12-10","2023-12-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","EB086810","NSC IT Contractor","Power User","2023Q4","Week 9","2023-11-26","2023-12-02","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","EI077699","NSC IT Senior BI Engineer","Power User","2023Q4","Week 6","2023-11-05","2023-11-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q2","Week 12","2023-06-17","2023-06-23","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","JB077854","Director of Research","Power User","2024Q2","Week 8","2024-05-20","2024-05-26","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","JO077894","Enterprise Analytics Product Specialist","Power User","2024Q1","Week 2","2024-01-08","2024-01-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","MS021706","Vice President SW Region","Power User","2024Q2","Week 12","2024-06-17","2024-06-23","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Quarterly Regional Briefing","PJ035906","Regional Business Manager","Power User","2023Q3","Week 3","2023-07-15","2023-07-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales & Mix Adjusted Net Net GP","BV059710","Merchandising Manager - Siding","Power User","2023Q2","Week 9","2023-05-27","2023-06-02","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales & Mix Adjusted Net Net GP","EF021153","Administrative Assistant","Power User","2024Q2","Week 7","2024-05-13","2024-05-19","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales & Mix Adjusted Net Net GP","JO077894","Enterprise Analytics Product Specialist","Power User","2024Q2","Week 12","2024-06-17","2024-06-23","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales & Mix Adjusted Net Net GP","PJ035906","Regional Business Manager","Power User","2023Q3","Week 11","2023-09-09","2023-09-15","1"
"/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker_Roofing_Dashboard","/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker Roofing Report","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","PA066258","Enterprise Analytics Analyst","Power User","2022Q3","Week 3","2022-07-15","2022-07-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","AM026049","ABC District Manager","Power User","2024Q4","Week 4","2024-10-22","2024-10-28","1"
"/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker_Roofing_Dashboard","/shared/Enterprise Analytics/Regional Analytics/Northeast/Shingle Sales by Branch by Brand/Shingle Sales by Branch by Brand","/shared/Enterprise Analytics/_portal/Sales and GP","PA066258","Enterprise Analytics Analyst","Power User","2023Q2","Week 7","2023-05-13","2023-05-19","1"
"/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker_Roofing_Dashboard","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/National Accounts/National Accounts Sales Pivots/National Accounts Sales","PA066258","Enterprise Analytics Analyst","Power User","2023Q3","Week 13","2023-09-23","2023-09-29","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","AS012080","Merchandising Manager - Windows & Doors","Power User","2024Q4","Week 3","2024-10-15","2024-10-21","1"
"/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Commercial Solutions/Commercial Solutions Monthly Report","/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker Roofing Report","/shared/Customer Connectivity Analytics/Customer Defection Dashboard","KH021302","Enterprise Analytics Analyst","Power User","2022Q4","Week 5","2022-10-29","2022-11-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","AW018002","Enterprise Analytics Manager","Power User","2023Q3","Week 2","2023-07-08","2023-07-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","BG086364","EA Business Intelligence Manager","Power User","2024Q1","Week 12","2024-03-18","2024-03-24","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","BT010858","ABC District Manager","Power User","2023Q2","Week 4","2023-04-22","2023-04-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","BT010858","ABC District Manager","Power User","2024Q4","Week 6","2024-11-05","2024-11-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","BV059710","Merchandising Manager - Siding","Power User","2023Q2","Week 4","2023-04-22","2023-04-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","BV059710","Merchandising Manager - Siding","Power User","2023Q3","Week 10","2023-09-02","2023-09-08","1"
"/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Commercial Solutions/Commercial Solutions Monthly Report","/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker Roofing Report","/shared/Enterprise Analytics/_portal/Sales and GP","KH021302","Enterprise Analytics Analyst","Power User","2022Q3","Week 1","2022-07-01","2022-07-07","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","BV059710","Merchandising Manager - Siding","Power User","2024Q2","Week 1","2024-04-01","2024-04-07","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","BV059710","Merchandising Manager - Siding","Power User","2024Q2","Week 11","2024-06-10","2024-06-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","BV059710","Merchandising Manager - Siding","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Commercial Solutions/Commercial Solutions Monthly Report","/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker Roofing Report","/shared/Enterprise Analytics/_portal/Supplier Analytics","KH021302","Enterprise Analytics Analyst","Power User","2023Q1","Week 1","2023-01-01","2023-01-07","1"
"/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Commercial Solutions/Commercial Solutions Monthly Report","/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker Roofing Report","/shared/Northeast Regional Analytics/Ohio Valley/Yesterday's Sales and POs by Product Category","KH021302","Enterprise Analytics Analyst","Power User","2022Q3","Week 5","2022-07-29","2022-08-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","CC029811","Sr Manager, Enterprise Analytics Engineering","Power User","2023Q2","Week 12","2023-06-17","2023-06-23","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","CF103159","Business Manager - Windows, Doors, Siding, Gutter","Power User","2024Q4","Week 3","2024-10-15","2024-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","CF103159","Business Manager - Windows, Doors, Siding, Gutter","Power User","2024Q4","Week 6","2024-11-05","2024-11-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","CM080257","Controller","Power User","2023Q3","Week 6","2023-08-05","2023-08-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","DW011315","ABC District Manager","Power User","2023Q4","Week 9","2023-11-26","2023-12-02","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","EF021153","Administrative Assistant","Power User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
